Item #,Category,Sub Category,Product Name,Product Link,Small Image Link,Large Image Link,Size,Dimensional Size,Length,Width,Height,Weight,Color,Detail,SKU,Description,KeyFeatures,MSRP,MAP,Price
57-430              ,Tactical,Tactical Modular Ammunution Systems,Tactical Quad Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1365,https://www.foxoutdoor.com/item_images_sm/57430.jpg,https://www.foxoutdoor.com/item_images_lg/57430.jpg,                                                  ,,6.5,4,6,0.65,Olive Drab,,99598574307,TACTICAL QUAD STACK - OLIVE DRAB                      , Quick Deploy elasticized pull cords on back pouches. Hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular compatible. Drain grommets,41.95,33.95,16.5
57-431              ,Tactical,Tactical Modular Ammunution Systems,Tactical Quad Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1365,https://www.foxoutdoor.com/item_images_sm/57431.jpg,https://www.foxoutdoor.com/item_images_lg/57431.jpg,                                                  ,,6.5,4,6,0.65,Black,,99598574314,TACTICAL QUAD STACK - BLACK                           , Quick Deploy elasticized pull cords on back pouches. Hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular compatible. Drain grommets,41.95,33.95,16.5
57-437              ,Tactical,Tactical Modular Ammunution Systems,Tactical Quad Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1365,https://www.foxoutdoor.com/item_images_sm/57437.jpg,https://www.foxoutdoor.com/item_images_lg/57437.jpg,                                                  ,,6.5,4,6,0.65,Terrain Digital,,99598574376,TACTICAL QUAD STACK - TERRAIN DIGITAL                 , Quick Deploy elasticized pull cords on back pouches. Hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular compatible. Drain grommets,41.95,33.95,16.5
57-438              ,Tactical,Tactical Modular Ammunution Systems,Tactical Quad Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1365,https://www.foxoutdoor.com/item_images_sm/57438.jpg,https://www.foxoutdoor.com/item_images_lg/57438.jpg,                                                  ,,6.5,4,6,0.65,Coyote,,99598574383,TACTICAL QUAD STACK - COYOTE                          , Quick Deploy elasticized pull cords on back pouches. Hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular compatible. Drain grommets,41.95,33.95,16.5
57-439              ,Tactical,Tactical Modular Ammunution Systems,Tactical Quad Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1365,https://www.foxoutdoor.com/item_images_sm/57439.jpg,https://www.foxoutdoor.com/item_images_lg/57439.jpg,                                                  ,,6.5,4,6,0.65,Multicam,,99598574390,TACTICAL QUAD STACK - MULTICAM                        , Quick Deploy elasticized pull cords on back pouches. Hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular compatible. Drain grommets,53.95,43.95,21.5
57-48               ,Military,Military Pouches,9MM Double Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=3&ccid=21&cscid=214,https://www.foxoutdoor.com/item_images_sm/5748.jpg,https://www.foxoutdoor.com/item_images_lg/5748.jpg,                                                  ,,6,5,,0.05,Olive Drab,,99598574802,9MM DOUBLE MAG POUCH - OLIVE DRAB                     , 2 Pockets under flap with a singular snap closure over each. 2 Slide lock A.L.I.C.E keepers on backside. Made of durable P.U. Coated Nylon,8.95,7.95,3.25
57-49               ,Military,Military Pouches,9MM Double Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=3&ccid=21&cscid=214,https://www.foxoutdoor.com/item_images_sm/5749.jpg,https://www.foxoutdoor.com/item_images_lg/5749.jpg,                                                  ,,6,5,,0.05,Black,,99598574901,9MM DOUBLE MAG POUCH - BLACK                          , 2 Pockets under flap with a singular snap closure over each. 2 Slide lock A.L.I.C.E keepers on backside. Made of durable P.U. Coated Nylon,8.95,7.95,3.25
57-5220             ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Rip-Away Dual Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=1250,https://www.foxoutdoor.com/item_images_sm/575220.jpg,https://www.foxoutdoor.com/item_images_lg/575220.jpg,                                                  ,,5,4.25,,0.2,Olive Drab,,99598522001,RIP-AWAY DUAL PISTOL MAG POUCH - OLIVE DRAB           ," Fully adjustable flaps with hook &amp; loop system. Accommodates 2 standard or high capacity magazines. ""Hook"" backed pouch easily adheres to any “Loop” – backed surface. ""Loop"" panel included to allow for personal customization to any surface lacking an adherence panel",16.95,13.95,6.5
57-5221             ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Rip-Away Dual Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=1250,https://www.foxoutdoor.com/item_images_sm/575221.jpg,https://www.foxoutdoor.com/item_images_lg/575221.jpg,                                                  ,,5,4.25,,0.2,Black,,99598522100,RIP-AWAY DUAL PISTOL MAG POUCH - BLACK                ," Fully adjustable flaps with hook &amp; loop system. Accommodates 2 standard or high capacity magazines. ""Hook"" backed pouch easily adheres to any “Loop” – backed surface. ""Loop"" panel included to allow for personal customization to any surface lacking an adherence panel",16.95,13.95,6.5
57-5228             ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Rip-Away Dual Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=1250,https://www.foxoutdoor.com/item_images_sm/575228.jpg,https://www.foxoutdoor.com/item_images_lg/575228.jpg,                                                  ,,5,4.25,,0.2,Coyote,,99598522803,RIP-AWAY DUAL PISTOL MAG POUCH - COYOTE               ," Fully adjustable flaps with hook &amp; loop system. Accommodates 2 standard or high capacity magazines. ""Hook"" backed pouch easily adheres to any “Loop” – backed surface. ""Loop"" panel included to allow for personal customization to any surface lacking an adherence panel",16.95,13.95,6.5
57-530              ,Tactical,Tactical Modular Ammunution Systems,Tactical Six Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1366,https://www.foxoutdoor.com/item_images_sm/57530.jpg,https://www.foxoutdoor.com/item_images_lg/57530.jpg,                                                  ,,10,4,6,1.06,Olive Drab,,99598775308,TACTICAL SIX STACK - OLIVE DRAB                       , Quick Deploy elasticized pull cords &amp; hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular Compatible. Drain grommets,49.95,39.95,19.9
57-531              ,Tactical,Tactical Modular Ammunution Systems,Tactical Six Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1366,https://www.foxoutdoor.com/item_images_sm/57531.jpg,https://www.foxoutdoor.com/item_images_lg/57531.jpg,                                                  ,,10,4,6,1.06,Black,,99598775315,TACTICAL SIX STACK - BLACK                            , Quick Deploy elasticized pull cords &amp; hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular Compatible. Drain grommets,49.95,39.95,19.9
57-5330             ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Rip-Away Triple Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=1251,https://www.foxoutdoor.com/item_images_sm/575330.jpg,https://www.foxoutdoor.com/item_images_lg/575330.jpg,                                                  ,,5.5,6,,0.3,Olive Drab,,99598533007,RIP-AWAY TRIPLE PISTOL MAG POUCH - OLIVE DRAB         ," Fully adjustable flaps with hook &amp; loop system. Accommodates 3 standard or high capacity magazines. ""Hook"" backed pouch easily adheres to any “Loop” – backed surface. ""Loop"" panel included to allow for personal customization to any surface lacking an adherence panel",19.95,15.95,7.75
57-5331             ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Rip-Away Triple Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=1251,https://www.foxoutdoor.com/item_images_sm/575331.jpg,https://www.foxoutdoor.com/item_images_lg/575331.jpg,                                                  ,,5.5,6,,0.3,Black,,99598533106,RIP-AWAY TRIPLE PISTOL MAG POUCH - BLACK              ," Fully adjustable flaps with hook &amp; loop system. Accommodates 3 standard or high capacity magazines. ""Hook"" backed pouch easily adheres to any “Loop” – backed surface. ""Loop"" panel included to allow for personal customization to any surface lacking an adherence panel",19.95,15.95,7.75
57-5338             ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Rip-Away Triple Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=1251,https://www.foxoutdoor.com/item_images_sm/575338.jpg,https://www.foxoutdoor.com/item_images_lg/575338.jpg,                                                  ,,5.5,6,,0.3,Coyote,,99598533885,RIP-AWAY TRIPLE PISTOL MAG POUCH - COYOTE             ," Fully adjustable flaps with hook &amp; loop system. Accommodates 3 standard or high capacity magazines. ""Hook"" backed pouch easily adheres to any “Loop” – backed surface. ""Loop"" panel included to allow for personal customization to any surface lacking an adherence panel",19.95,15.95,7.75
57-537              ,Tactical,Tactical Modular Ammunution Systems,Tactical Six Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1366,https://www.foxoutdoor.com/item_images_sm/57537.jpg,https://www.foxoutdoor.com/item_images_lg/57537.jpg,                                                  ,,10,4,6,1.06,Terrain Digital,,99598775377,TACTICAL SIX STACK - TERRAIN DIGITAL                  , Quick Deploy elasticized pull cords &amp; hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular Compatible. Drain grommets,49.95,39.95,19.9
57-538              ,Tactical,Tactical Modular Ammunution Systems,Tactical Six Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1366,https://www.foxoutdoor.com/item_images_sm/57538.jpg,https://www.foxoutdoor.com/item_images_lg/57538.jpg,                                                  ,,10,4,6,1.06,Coyote,,99598775384,TACTICAL SIX STACK - COYOTE                           , Quick Deploy elasticized pull cords &amp; hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular Compatible. Drain grommets,49.95,39.95,19.9
57-539              ,Tactical,Tactical Modular Ammunution Systems,Tactical Six Stack,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=1366,https://www.foxoutdoor.com/item_images_sm/57539.jpg,https://www.foxoutdoor.com/item_images_lg/57539.jpg,                                                  ,,10,4,6,1.06,Multicam,,99598775391,TACTICAL SIX STACK - MULTICAM                         , Quick Deploy elasticized pull cords &amp; hook &amp; loop adjustable flaps on pouches. Wrap-around elasticized cord to secure all magazines in place. Reinforced at stress points for increased durability. Modular Compatible. Drain grommets,77.95,62.95,30.9
57-550              ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Pistol Quick Deploy Dual Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=77,https://www.foxoutdoor.com/item_images_sm/57550.jpg,https://www.foxoutdoor.com/item_images_lg/57550.jpg,                                                  ,,4.5,4.25,1.5,0.05,Olive Drab                                                                                          ,                                                                                                    ,99598575502,PISTOL QUICK DEPLOY DUAL MAG POUCH - OLIVE DRAB       , Can be used upside down or right side up. Fully modular compatible . Ideal for CQB (close Quarters Battle). Fully modular compatible ,11.95,9.95,4.75
57-551              ,Tactical,Tactical Modular Rip-Away Ammunition Systems,Pistol Quick Deploy Dual Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=175&cscid=77,https://www.foxoutdoor.com/item_images_sm/57551.jpg,https://www.foxoutdoor.com/item_images_lg/57551.jpg,                                                  ,,4.5,4.25,1.5,0.05,Black                                                                                               ,                                                                                                    ,99598575519,PISTOL QUICK DEPLOY DUAL MAG POUCH - BLACK            , Can be used upside down or right side up. Fully modular compatible . Ideal for CQB (close Quarters Battle). Fully modular compatible ,11.95,9.95,4.75
57-5520             ,Tactical,Tactical Modular Ammunution Systems,Dual Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=74,https://www.foxoutdoor.com/item_images_sm/575520.jpg,https://www.foxoutdoor.com/item_images_lg/575520.jpg,                                                  ,,5,,4.25,0.2,Olive Drab                                                                                          ,                                                                                                    ,99598575205,DUAL PISTOL MAG POUCH - OLIVE DRAB                    , Fully adjustable flaps with hook &amp; loop system . Fully modular compatible . Accommodates 2 or 3 standard or high capacity magazines depending on size ,12.95,10.95,4.9
57-5521             ,Tactical,Tactical Modular Ammunution Systems,Dual Pistol Mag Pouch,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=1&ccid=99&cscid=74,https://www.foxoutdoor.com/item_images_sm/575521.jpg,https://www.foxoutdoor.com/item_images_lg/575521.jpg,                                                  ,,5,,4.25,0.2,Black                                                                                               ,                                                                                                    ,99598575526,DUAL PISTOL MAG POUCH - BLACK                         , Fully adjustable flaps with hook &amp; loop system . Fully modular compatible . Accommodates 2 or 3 standard or high capacity magazines depending on size ,12.95,10.95,4.9
